date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,year,label,cmnameshort,scaling,interpolated,x
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,,0.0,#item+label,#item+name+short,,,
2020-05-15,Oil (palm) - Retail,L,oil and fats,469.6665,NGN,Nigeria,Kebbi,2227.0,Gwandu,1974.0,62,15.0,15.0,6,1974_62_15_15,,2020.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1589500800.0
2020-06-15,Oil (palm) - Retail,L,oil and fats,506.665,NGN,Nigeria,Kano,2225.0,Dawanau,1976.0,62,15.0,15.0,6,1976_62_15_15,,2020.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1592179200.0
2020-07-15,Oil (palm) - Retail,L,oil and fats,528.568,NGN,Nigeria,Katsina,2226.0,Dandume,1970.0,62,15.0,15.0,6,1970_62_15_15,,2020.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1594771200.0
2020-08-15,Oil (palm) - Retail,L,oil and fats,528.568,NGN,Nigeria,Katsina,2226.0,Dandume,1970.0,62,15.0,15.0,6,1970_62_15_15,,2020.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1597449600.0
2020-09-15,Oil (palm) - Retail,L,oil and fats,528.0085,NGN,Nigeria,Kano,2225.0,Dawanau,1976.0,62,15.0,15.0,6,1976_62_15_15,,2020.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1600128000.0
2020-10-15,Oil (palm) - Retail,L,oil and fats,533.33,NGN,Nigeria,Lagos,2230.0,Lagos,1978.0,62,15.0,15.0,6,1978_62_15_15,,2020.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1602720000.0
2020-11-15,Oil (palm) - Retail,L,oil and fats,583.33,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,15.0,15.0,6,1980_62_15_15,,2020.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1605398400.0
2020-12-15,Oil (palm) - Retail,L,oil and fats,652.1822131147542,,,,,,,62,,,6,,,,Oil (palm) - Retail (L),Oil palm,1.0,1.0,
2021-01-15,Oil (palm) - Retail,L,oil and fats,723.3295,NGN,Nigeria,Borno,2216.0,Biu,1968.0,62,15.0,15.0,6,1968_62_15_15,,2021.0,Oil (palm) - Retail (L),Oil palm,1.0,0.0,1610668800.0
2016-01-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2016-02-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1455494400.0
2016-03-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,209.85,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2016-04-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,199.0,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2016-05-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,188.5,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1463270400.0
2016-06-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1465948800.0
2016-07-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1468540800.0
2016-08-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1471219200.0
2016-09-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1473897600.0
2016-10-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1476489600.0
2016-11-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1479168000.0
2016-12-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2016.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1481760000.0
2017-01-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,88.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2017.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1484438400.0
2017-02-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,220.0,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2017.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1487116800.0
2017-03-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,NGN,Nigeria,Yobe,2240.0,Damaturu,1969.0,62,14.0,9.0,6,1969_62_14_9,,2017.0,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,0.0,1489536000.0
2017-04-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-05-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-06-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-07-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-08-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-09-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-10-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-11-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2017-12-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-01-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-02-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-03-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-04-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-05-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-06-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-07-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-08-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-09-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-10-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-11-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2018-12-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-01-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-02-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-03-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-04-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-05-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-06-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-07-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-08-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-09-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-10-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-11-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2019-12-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-01-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-02-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-03-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-04-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-05-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-06-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-07-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-08-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-09-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-10-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-11-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2020-12-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2021-01-15,Oil (palm) - Wholesale,1/10 100 KG,oil and fats,184.8,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 KG),Oil palm Whs.,0.1,1.0,
2016-01-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,530.0,NGN,Nigeria,Borno,2216.0,Biu,1968.0,62,14.0,123.0,6,1968_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1452816000.0
2016-02-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,530.0,NGN,Nigeria,Borno,2216.0,Biu,1968.0,62,14.0,123.0,6,1968_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1455494400.0
2016-03-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,650.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1458000000.0
2016-04-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,710.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1460678400.0
2016-05-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,686.0,NGN,Nigeria,Borno,2216.0,Biu,1968.0,62,14.0,123.0,6,1968_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1463270400.0
2016-06-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,940.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1465948800.0
2016-07-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,940.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1468540800.0
2016-08-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,868.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1471219200.0
2016-09-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,1066.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1473897600.0
2016-10-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,1224.5,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1476489600.0
2016-11-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,1168.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1479168000.0
2016-12-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,1497.5,NGN,Nigeria,Borno,2216.0,Biu,1968.0,62,14.0,123.0,6,1968_62_14_123,,2016.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1481760000.0
2017-01-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,75.23325,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2017.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1484438400.0
2017-02-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,81.5,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2017.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1487116800.0
2017-03-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,470.0,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2017.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1489536000.0
2017-04-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,430.1308107715133,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-05-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,391.547724421365,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-06-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,351.67853519287837,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-07-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,313.09544884273,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-08-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,273.2262596142433,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-09-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,233.35707038575669,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-10-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,194.7739840356083,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-11-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,154.90479480712168,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2017-12-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,116.32170845697328,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-01-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,76.45251922848666,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-02-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,NGN,Nigeria,Adamawa,2211.0,Mubi,1980.0,62,14.0,123.0,6,1980_62_14_123,,2018.0,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,0.0,1518652800.0
2018-03-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-04-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-05-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-06-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-07-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-08-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-09-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-10-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-11-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2018-12-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-01-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-02-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-03-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-04-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-05-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-06-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-07-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-08-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-09-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-10-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-11-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2019-12-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-01-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-02-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-03-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-04-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-05-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-06-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-07-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
2020-08-15,Oil (palm) - Wholesale,1/10 100 L,oil and fats,36.583330000000004,,,,,,,62,,,6,,,,Oil (palm) - Wholesale (1/10 100 L),Oil palm Whs.,0.1,1.0,
